"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL200811851","SALT LAKE CITY","4","7","23D","200 S MAIN ST                                                                                           ","01/05/2008","DTN","113","01/18/2008","2308-0","LARCENY","1891837","885348"
"SL20082898","SALT LAKE CITY","1","7","0","500 N TERMINAL NORTHBOUND DR                                                                            ","01/05/2008","JOM","133","01/05/2008","5499-7","TRAFFIC","1866905","891511"
"SL20082710","SALT LAKE CITY","4","7","23F","700 S STATE ST                                                                                          ","01/05/2008","PEF","115","01/05/2008","2305-0","LARCENY","1892618","881991"
"SL20082748","SALT LAKE CITY","4","7","23F","300 S WEST TEMPLE ST                                                                                    ","01/05/2008","DTN","113","01/05/2008","2305-0","LARCENY","1891044","885178"
"SL20082751","SALT LAKE CITY","4","7","23F","400 S WEST TEMPLE ST                                                                                    ","01/05/2008","DTN","115","01/05/2008","2305-0","LARCENY","1891041","884374"
"SL20082764","SALT LAKE CITY","4","7","23F","300 S 200 W                                                                                             ","01/05/2008","DTN","112","01/05/2008","2305-0","LARCENY","1890252","885169"
"SL20082767","SALT LAKE CITY","4","7","23F","600 W 100 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","2305-0","LARCENY","1886990","886761"
"SL20082955","SALT LAKE CITY","7","7","290","2300 S PARLEYS CIR                                                                                       ","01/05/2008","SUG","236","01/05/2008","2902-0","DAMAGED PROP","1908068","869326"
"SL20082982","SALT LAKE CITY","1","7","290","700 N 900 W                                                                                             ","01/05/2008","ROP","131","01/05/2008","2902-0","DAMAGED PROP","1884802","893601"
"SL20083004","SALT LAKE CITY","6","7","23F","1800 E 2100 S                                                                                            ","01/05/2008","SUG","236","01/05/2008","2305-0","LARCENY","1906180","871563"
"SL20083020","SALT LAKE CITY","7","7","23F","1100 E 2100 S                                                                                            ","01/05/2008","SUG","236","01/05/2008","2305-0","LARCENY","1900949","871550"
"SL20083022","SALT LAKE CITY","1","7","23H","900 W NORTH TEMPLE ST                                                                                   ","01/05/2008","STF","132","01/05/2008","2399-0","LARCENY","1884737","888424"
"SL20083027","SALT LAKE CITY","2","7","290","1300 S 1300 W                                                                                            ","01/05/2008","WSL","153","01/05/2008","2999-0","DAMAGED PROP","1881529","876909"
"SL200843349","SALT LAKE CITY","5","4","35A",,"03/12/2008","LIW","232","03/12/2008","3532-0","DRUGS","1894973","875845"
"SL20083033","SALT LAKE CITY","4","7","23H","200 W 300 S                                                                                             ","01/05/2008","DTN","112","01/05/2008","2399-0","LARCENY","1889587","885166"
"SL20083058","SALT LAKE CITY","4","7","0","500 E 300 S                                                                                             ","01/05/2008","CEC","212","01/05/2008","7399-6","PUBLIC ORDER","1895942","885141"
"SL20083077","SALT LAKE CITY","5","7","290","1000 E 1700 S                                                                                            ","01/05/2008","EAC","232","01/05/2008","2902-0","DAMAGED PROP","1900128","874500"
"SL20083115","SALT LAKE CITY","2","7","23D","200 N 800 W                                                                                             ","01/05/2008","STF","132","01/05/2008","2308-0","LARCENY","1885576","889197"
"SL20083157","SALT LAKE CITY","5","7","23F","1400 S WEST TEMPLE ST                                                                                    ","01/05/2008","PEF","231","01/05/2008","2305-0","LARCENY","1891008","876217"
"SL20083263","SALT LAKE CITY","4","7","23F","600 E 500 S                                                                                             ","01/05/2008","CEC","214","01/05/2008","2305-0","LARCENY","1897094","883554"
"SL20083377","SALT LAKE CITY","7","7","23F","1100 E ASHTON AVE                                                                                        ","01/05/2008","SUG","235","01/05/2008","2305-0","LARCENY","1900708","869772"
"SL20083404","SALT LAKE CITY","4","7","290","000 S RIO GRANDE ST                                                                                     ","01/05/2008","DTN","112","01/05/2008","2902-0","DAMAGED PROP","1888237","887060"
"SL20083472","SALT LAKE CITY","4","7","0","000 S RIO GRANDE ST                                                                                     ","01/05/2008","DTN","112","01/05/2008","7399-6","PUBLIC ORDER","1888237","887060"
"SL20085103","SALT LAKE CITY","5","7","23H","1100 E 1300 S                                                                                            ","01/05/2008","EAC","232","01/08/2008","2399-0","LARCENY","1900582","877400"
"SL2008108713","SALT LAKE CITY","2","7","90Z","1200 W PACIFIC AVE                                                                                       ","01/05/2008","POP","151","06/06/2008","5309-0","PUBLIC PEACE","1882139","884067"
"SL20083479","SALT LAKE CITY","4","1","90D","200 W 200 S                                                                                             ","01/06/2008","DTN","112","01/06/2008","5404-0","TRAFFIC","1889654","885958"
"SL20083476","SALT LAKE CITY","4","1","13B","000 E 400 S                                                                                             ","01/06/2008","DTN","113","01/06/2008","1313-0","ASSAULT","1891915","884424"
"SL20083504","SALT LAKE CITY","1","1","0","700 N TERMINAL NORTHBOUND DR                                                                            ","01/06/2008","WES","133","01/06/2008","5499-6","TRAFFIC","1867036","893752"
"SL20083510","SALT LAKE CITY","4","1","90D","500 S WEST TEMPLE ST                                                                                    ","01/06/2008","PEF","115","01/06/2008","5404-0","TRAFFIC","1891035","882975"
"SL20083518","SALT LAKE CITY","4","1","90D","200 S 300 W                                                                                             ","01/06/2008","DTN","112","01/06/2008","5404-0","TRAFFIC","1889521","885471"
"SL20083477","SALT LAKE CITY","4","1","13B","200 E 300 S                                                                                             ","01/06/2008","CEC","113","01/06/2008","1313-0","ASSAULT","1893463","885211"
"SL20083532","SALT LAKE CITY","4","1","90D","400 S WEST TEMPLE ST                                                                                    ","01/06/2008","DTN","115","01/06/2008","5404-0","TRAFFIC","1891041","884374"
"SL20083517","SALT LAKE CITY","4","1","23F","100 W PIERPONT AVE                                                                                      ","01/06/2008","DTN","113","01/06/2008","2305-0","LARCENY","1890537","885618"
"SL20083527","SALT LAKE CITY","4","1","0","800 S 400 W                                                                                             ","01/06/2008","PEF","114","01/06/2008","5499-5","TRAFFIC","1888650","880833"
"SL20083480","SALT LAKE CITY","4","1","240","700 E LINDEN AVE                                                                                        ","01/06/2008","EAC","213","01/06/2008","2499-13","STOLEN VEHICLE","1897721","884796"
"SL20083468","SALT LAKE CITY",,"1","290","000 200 S                                                                                               ","01/06/2008","PEF","112","01/06/2008","2902-0","DAMAGED PROP","1889493","885989"
